,Unnamed: 0,transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
2140,2140,12816,X21,ON,Ontario,HONI,1,ac,15.0,9.259,49.0,30.247,230,,,,,,,3.0,402,435,,ON_LRW_JCT,,ON_PCT_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2141,2141,12817,X22,ON,Ontario,HONI,1,ac,17.0,10.494,49.0,30.247,230,,,,,,,3.0,402,435,,ON_LEN_TSS,,ON_GNA_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2142,2142,12818,X22,ON,Ontario,HONI,1,ac,7.0,4.321,49.0,30.247,230,,,,,,,3.0,402,435,,ON_GNA_JCT,,ON_NAP_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2143,2143,12819,X22,ON,Ontario,HONI,1,ac,8.0,4.938,49.0,30.247,230,,,,,,,3.0,402,435,,ON_GNA_JCT,,ON_LRE_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2144,2144,12820,X22,ON,Ontario,HONI,1,ac,2.0,1.235,49.0,30.247,230,,,,,,,3.0,402,435,,ON_LRE_JCT,,ON_LRW_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2145,2145,12821,X22,ON,Ontario,HONI,1,ac,15.0,9.259,49.0,30.247,230,,,,,,,3.0,402,435,,ON_LRW_JCT,,ON_PCT_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2146,2146,12822,X23N,ON,Ontario,HONI,1,ac,0.1,0.062,26.2,16.173,230,,,,,,,3.0,402,435,,ON_CLA_JCT,,ON_CLA_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2147,2147,12823,X23N,ON,Ontario,HONI,1,ac,3.0,1.852,26.2,16.173,230,,,,,,,3.0,402,435,,ON_CLA_JCT,,ON_VLC_ISS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2148,2148,12824,X23N,ON,Ontario,HONI,1,ac,20.0,12.346,26.2,16.173,230,,,,,,,3.0,402,435,,ON_HNM_TSS,,ON_VLF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2149,2149,12825,X23N,ON,Ontario,HONI,1,ac,0.1,0.062,26.2,16.173,230,,,,,,,3.0,402,435,,ON_VLF_JCT,,ON_VLF_ISS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2150,2150,12826,X23N,ON,Ontario,HONI,1,ac,3.0,1.852,26.2,16.173,230,,,,,,,3.0,402,435,,ON_VLF_JCT,,ON_CLA_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2151,2151,12827,X25S,ON,Ontario,HONI,1,ac,25.0,15.432,25.0,15.432,230,,,,,,,3.0,402,435,,ON_HNM_TSS,,ON_MTD_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2152,2152,12828,X26S,ON,Ontario,HONI,1,ac,25.0,15.432,25.0,15.432,230,,,,,,,3.0,402,435,,ON_HNM_TSS,,ON_MTD_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2153,2153,12829,X27A,ON,Ontario,HONI,1,ac,190.0,117.284,190.0,117.284,230,,,,,,,1.83,245,266,,ON_HNM_TSS,,ON_ALG_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2154,2154,12830,X2H,ON,Ontario,HONI,1,ac,25.0,15.432,70.3,43.395,230,,,,,,,3.0,402,435,,ON_HNB_SWS,,ON_CTQ_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2155,2155,12831,X2H,ON,Ontario,HONI,1,ac,10.0,6.173,70.3,43.395,230,,,,,,,3.0,402,435,,ON_CTQ_TSS,,ON_WTB_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2156,2156,12832,X2H,ON,Ontario,HONI,1,ac,10.0,6.173,70.3,43.395,230,,,,,,,3.0,402,435,,ON_WTB_JCT,,ON_GAR_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2157,2157,12833,X2H,ON,Ontario,HONI,1,ac,0.1,0.062,70.3,43.395,230,,,,,,,3.0,402,435,,ON_GAR_JCT,,ON_GAR_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2158,2158,12834,X2H,ON,Ontario,HONI,1,ac,10.0,6.173,70.3,43.395,230,,,,,,,3.0,402,435,,ON_WTB_JCT,,ON_NPK_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2159,2159,12835,X2H,ON,Ontario,HONI,1,ac,0.1,0.062,70.3,43.395,230,,,,,,,3.0,402,435,,ON_NPK_JCT,,ON_NPK_GSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2160,2160,12836,X2H,ON,Ontario,HONI,1,ac,10.0,6.173,70.3,43.395,230,,,,,,,3.0,402,435,,ON_NPK_JCT,,ON_LAF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2161,2161,12837,X2H,ON,Ontario,HONI,1,ac,0.1,0.062,70.3,43.395,230,,,,,,,3.0,402,435,,ON_LAF_JCT,,ON_LFB_ISS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2162,2162,12838,X2H,ON,Ontario,HONI,1,ac,5.0,3.086,70.3,43.395,230,,,,,,,3.0,402,435,,ON_LAF_JCT,,ON_LEN_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2163,2163,12839,X2Y,ON,Ontario,HONI,1,ac,3.4,2.099,51.5,31.79,115,,,,,,,3.0,98,108,,ON_CHX_JCT,,PP_ONQC5_IPT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2164,2164,12840,X2Y,ON,Ontario,HONI,1,ac,0.1,0.062,51.5,31.79,115,,,,,,,3.0,98,108,,ON_CHX_TSS,,ON_CHX_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2165,2165,12841,X2Y,ON,Ontario,HONI,1,ac,10.0,6.173,51.5,31.79,115,,,,,,,3.0,98,108,,ON_CBD_DSS,,ON_HLY_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2166,2166,12842,X2Y,ON,Ontario,HONI,1,ac,5.0,3.086,51.5,31.79,115,,,,,,,3.0,98,108,,ON_HLY_JCT,,ON_MGA_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2167,2167,12843,X2Y,ON,Ontario,HONI,1,ac,5.0,3.086,51.5,31.79,115,,,,,,,3.0,98,108,,ON_MGA_JCT,,ON_MGA_ISS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2168,2168,12844,X2Y,ON,Ontario,HONI,1,ac,3.0,1.852,51.5,31.79,115,,,,,,,3.0,98,108,,ON_MGA_JCT,,ON_CHX_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2169,2169,12845,X2Y,ON,Ontario,HONI,1,ac,25.0,15.432,51.5,31.79,115,,,,,,,3.0,98,108,,ON_PEM_DSS,,ON_CBD_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2170,2170,12846,X3H,ON,Ontario,HONI,1,ac,25.0,15.432,56.1,34.63,230,,,,,,,3.0,402,435,,ON_HNB_SWS,,ON_CTQ_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2171,2171,12847,X3H,ON,Ontario,HONI,1,ac,13.0,8.025,56.1,34.63,230,,,,,,,3.0,402,435,,ON_CTQ_TSS,,ON_KSS_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2172,2172,12848,X3H,ON,Ontario,HONI,1,ac,0.1,0.062,56.1,34.63,230,,,,,,,3.0,402,435,,ON_KSS_JCT,,ON_KSS_GSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2173,2173,12849,X3H,ON,Ontario,HONI,1,ac,18.0,11.111,56.1,34.63,230,,,,,,,3.0,402,435,,ON_KSS_JCT,,ON_LEN_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
2174,2174,12850,X4H,ON,Ontario,HONI,1,ac,25.0,15.432,75.1,46.358,230,,,,,,,3.0,402,435,,ON_HNB_SWS,,ON_CTQ_TSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
