name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
Normand,QC_NRM_DSS,DSS,"Hydro Québec",QC,52.774375,-67.332934,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Normandin,QC_NRN_DSS,DSS,"Hydro Québec",QC,48.844777,-72.511270,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Natashquan,QC_NTS_DSS,DSS,"Hydro Québec",QC,50.227779,-61.863183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Obalski,QC_OBL_DSS,DSS,"Hydro Québec",QC,49.877180,-74.406636,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ouimet,QC_OMT_DSS,DSS,"Hydro Québec",QC,46.134447,-74.592562,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ormstown,QC_ORM_DSS,DSS,"Hydro Québec",QC,45.152982,-74.026060,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Outardes-2,QC_OT2_GSS,GSS,"Hydro Québec",QC,49.144476,-68.389871,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Outardes-3,QC_OT3_GSS,GSS,"Hydro Québec",QC,49.557292,-68.721667,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Outardes-4,QC_OT4_GSS,GSS,"Hydro Québec",QC,49.703688,-68.903887,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Outardes,QC_OTD_TSS,TSS,"Hydro Québec",QC,49.727807,-68.697789,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Outaouais,QC_OUT_TSS,TSS,"Hydro Québec",QC,45.599702,-75.445713,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Port-Alfred,QC_PAF_DSS,DSS,"Hydro Québec",QC,48.332362,-70.881883,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Papineauville,QC_PAP_DSS,DSS,"Hydro Québec",QC,45.636198,-75.021974,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Paquin,QC_PAQ_DSS,DSS,"Hydro Québec",QC,45.822662,-74.051022,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Parisville,QC_PAR_DSS,DSS,"Hydro Québec",QC,46.517143,-72.060055,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Patriotes,QC_PAT_DSS,DSS,"Hydro Québec",QC,45.581196,-73.920229,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Paugan,QC_PAU_GSS,GSS,"Hydro Québec",QC,45.807827,-75.937614,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Pierre Boucher",QC_PBO_DSS,DSS,"Hydro Québec",QC,45.603655,-73.424168,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Percé,QC_PCE_DSS,DSS,"Hydro Québec",QC,48.534998,-64.345151,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"P.C.I. Chimie Canada Inc",QC_PCI_ISS,ISS,"Hydro Québec",QC,46.388533,-72.378911,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Port Cartier",QC_PCR_SWS,SWS,"Hydro Québec",QC,50.049862,-66.797925,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Périgny,QC_PER_SWS,SWS,"Hydro Québec",QC,48.165975,-70.308265,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Plouffe,QC_PLF_DSS,DSS,"Hydro Québec",QC,45.556703,-73.751117,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Pierre-Le Gardeur",QC_PLG_TSS,TSS,"Hydro Québec",QC,45.736857,-73.545484,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Plessisville,QC_PLS_DSS,DSS,"Hydro Québec",QC,46.206880,-71.780895,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Papier Masson Inc",QC_PMI_ISS,ISS,"Hydro Québec",QC,45.540219,-75.423235,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Palmarolle,QC_PML_DSS,DSS,"Hydro Québec",QC,48.747616,-79.202739,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Pétremont Inc",QC_PMT_ISS,ISS,"Hydro Québec",QC,45.694295,-73.426860,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Pandora,QC_PND_DSS,DSS,"Hydro Québec",QC,48.224522,-78.300348,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Pointe-Noire,QC_PNE_ISS,ISS,"Hydro Québec",QC,50.156260,-66.492372,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Poirier,QC_POI_DSS,DSS,"Hydro Québec",QC,49.430904,-78.115331,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"PPG Canada Inc",QC_PPG_ISS,ISS,"Hydro Québec",QC,45.310598,-73.887115,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Péribonka,QC_PRB_GSS,GSS,"Hydro Québec",QC,49.510826,-71.179288,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Première Chute",QC_PRC_GSS,GSS,"Hydro Québec",QC,47.602426,-79.451168,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Parent,QC_PRT_DSS,DSS,"Hydro Québec",QC,47.919178,-74.600580,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Praxair Canada Contrecoeur",QC_PRX_ISS,ISS,"Hydro Québec",QC,45.825435,-73.265705,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Papiers-Scott Inc",QC_PSI_ISS,ISS,"Hydro Québec",QC,45.964468,-73.467394,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Paspébiac,QC_PSP_DSS,DSS,"Hydro Québec",QC,48.039602,-65.292165,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Pentecôte,QC_PTC_DSS,DSS,"Hydro Québec",QC,49.730647,-67.174508,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Petite-Nation,QC_PTN_TSS,TSS,"Hydro Québec",QC,45.654819,-75.030970,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Provost,QC_PVT_DSS,DSS,"Hydro Québec",QC,46.595882,-73.834955,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Québec,QC_QBC_TSS,TSS,"Hydro Québec",QC,46.831007,-71.264079,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Qit-Fer-et-Titane,QC_QFT_ISS,ISS,"Hydro Québec",QC,46.042740,-73.138399,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Queen,QC_QUN_ISS,ISS,"Hydro Québec",QC,52.567456,-67.432979,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Quyon,QC_QUY_TSS,TSS,"Hydro Québec",QC,45.544123,-76.198305,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Quevillon,QC_QVN_DSS,DSS,"Hydro Québec",QC,49.006106,-76.952881,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Radisson,QC_RAD_TSS,TSS,"Hydro Québec",QC,53.726127,-77.740133,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ramezay,QC_RAM_DSS,DSS,"Hydro Québec",QC,46.150351,-73.426459,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Roberval,QC_RBV_DSS,DSS,"Hydro Québec",QC,48.506847,-72.257858,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Richelieu,QC_RCH_DSS,DSS,"Hydro Québec",QC,45.313760,-73.277584,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rockfield,QC_RCK_DSS,DSS,"Hydro Québec",QC,45.439117,-73.656729,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-du-Loup,QC_RDL_TSS,TSS,"Hydro Québec",QC,47.793180,-69.458039,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-du-Moulin,QC_RDM_GSS,GSS,"Hydro Québec",QC,47.969593,-71.095760,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Reed,QC_REE_DSS,DSS,"Hydro Québec",QC,45.523583,-73.712499,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rigaud,QC_RIG_DSS,DSS,"Hydro Québec",QC,45.474638,-74.315923,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rimouski,QC_RIM_TSS,TSS,"Hydro Québec",QC,48.407908,-68.543069,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rolls-Royce,QC_RLR_ISS,ISS,"Hydro Québec",QC,45.468578,-73.576852,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Romaine-1,QC_RM1_GSS,GSS,"Hydro Québec",QC,50.390086,-63.261489,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Romaine-2,QC_RM2_GSS,GSS,"Hydro Québec",QC,50.615780,-63.176289,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Romaine-3,QC_RM3_GSS,GSS,"Hydro Québec",QC,51.113405,-63.402875,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Romaine-4,QC_RM4_GSS,GSS,"Hydro Québec",QC,51.349728,-63.498260,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Renaud,QC_RND_DSS,DSS,"Hydro Québec",QC,45.575774,-73.724111,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Reneault,QC_RNT_DSS,DSS,"Hydro Québec",QC,48.470353,-79.037609,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rob,QC_ROB_ISS,ISS,"Hydro Québec",QC,52.585837,-67.432232,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rolland,QC_ROL_DSS,DSS,"Hydro Québec",QC,45.756788,-74.006141,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapide-2,QC_RP2_GSS,GSS,"Hydro Québec",QC,47.933491,-78.576540,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapide-7,QC_RP7_GSS,GSS,"Hydro Québec",QC,47.768753,-78.311947,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapide-Blanc,QC_RPB_TSS,TSS,"Hydro Québec",QC,47.796284,-72.973162,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapide-des-Coeurs,QC_RPC_GSS,GSS,"Hydro Québec",QC,47.787815,-73.373740,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapides-Farmers,QC_RPF_GSS,GSS,"Hydro Québec",QC,45.498749,-75.760590,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapides-des-Iles,QC_RPI_GSS,GSS,"Hydro Québec",QC,47.577221,-79.357548,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rapides-des-Quinze,QC_RPQ_GSS,GSS,"Hydro Québec",QC,47.590055,-79.294783,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Repetigny,QC_RPT_DSS,DSS,"Hydro Québec",QC,45.734672,-73.477308,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rosemont,QC_RSM_DSS,DSS,"Hydro Québec",QC,45.541763,-73.582187,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Roussillon,QC_RSN_DSS,DSS,"Hydro Québec",QC,45.395490,-73.494970,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rosiers,QC_RSR_DSS,DSS,"Hydro Québec",QC,45.838485,-72.005042,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-aux-Bouleaux,QC_RVB_DSS,DSS,"Hydro Québec",QC,50.289632,-65.525821,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-à-la-Chaloupe,QC_RVC_DSS,DSS,"Hydro Québec",QC,50.300518,-65.115136,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-au-Renard,QC_RVD_DSS,DSS,"Hydro Québec",QC,48.991632,-64.398966,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rouville,QC_RVL_DSS,DSS,"Hydro Québec",QC,45.532195,-73.197685,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-aux-Rochers,QC_RVR_DSS,DSS,"Hydro Québec",QC,50.029889,-66.886611,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-Sainte-Anne,QC_RVS_DSS,DSS,"Hydro Québec",QC,48.950322,-66.117924,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rivière-au-Tonnerre,QC_RVT_DSS,DSS,"Hydro Québec",QC,50.289248,-64.781876,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rouyn,QC_RYN_DSS,DSS,"Hydro Québec",QC,48.260478,-79.026616,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Basile,QC_SAB_DSS,DSS,"Hydro Québec",QC,45.534047,-73.267486,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Agathe-des-Monts,QC_SAG_DSS,DSS,"Hydro Québec",QC,46.058911,-74.277721,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saguenay,QC_SAG_TSS,TSS,"Hydro Québec",QC,48.375798,-71.286499,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Alexandre,QC_SAL_DSS,DSS,"Hydro Québec",QC,47.679131,-69.610391,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Ambroise,QC_SAM_DSS,DSS,"Hydro Québec",QC,48.542363,-71.312356,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Anne-des-Plaines,QC_SAP_DSS,DSS,"Hydro Québec",QC,45.731595,-73.823960,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Blaise,QC_SBL_DSS,DSS,"Hydro Québec",QC,48.517773,-77.675655,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Bruno-de-Montarville,QC_SBM_DSS,DSS,"Hydro Québec",QC,45.513654,-73.367095,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Chrysostome,QC_SCH_DSS,DSS,"Hydro Québec",QC,45.114802,-73.780991,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Claire,QC_SCL_DSS,DSS,"Hydro Québec",QC,46.598273,-70.919371,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Clément,QC_SCM_DSS,DSS,"Hydro Québec",QC,47.942491,-69.047140,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Césaire,QC_SCS_DSS,DSS,"Hydro Québec",QC,45.411497,-72.990382,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Seigneurie de Beaupré",QC_SDB_GSS,GSS,"Hydro Québec",QC,47.325569,-70.856415,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sidbec-Dosco,QC_SDD_ISS,ISS,"Hydro Québec",QC,45.836704,-73.245599,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Donat,QC_SDN_DSS,DSS,"Hydro Québec",QC,46.291377,-74.213266,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Émélie,QC_SEM_DSS,DSS,"Hydro Québec",QC,46.302911,-73.590802,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Eustache,QC_SEU_DSS,DSS,"Hydro Québec",QC,45.581196,-73.920229,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Évariste,QC_SEV_DSS,DSS,"Hydro Québec",QC,45.965661,-70.930590,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Félicien,QC_SFE_DSS,DSS,"Hydro Québec",QC,48.687540,-72.497619,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"SFK Pâte SENC",QC_SFK_ISS,ISS,"Hydro Québec",QC,48.743988,-72.503831,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-François,QC_SFR_DSS,DSS,"Hydro Québec",QC,45.673726,-73.628770,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Germaine,QC_SGE_DSS,DSS,"Hydro Québec",QC,46.404956,-70.521941,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"SGL Canada",QC_SGL_ISS,ISS,"Hydro Québec",QC,45.636338,-74.289569,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Georges,QC_SGO_DSS,DSS,"Hydro Québec",QC,46.147443,-70.673351,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shawinigan-2,QC_SH2_GSS,GSS,"Hydro Québec",QC,46.535741,-72.766879,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shawinigan-3,QC_SH3_GSS,GSS,"Hydro Québec",QC,46.533799,-72.765615,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sherbrooke,QC_SHR_TSS,TSS,"Hydro Québec",QC,45.412650,-72.001909,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Simard,QC_SIM_TSS,TSS,"Hydro Québec",QC,48.546877,-71.190175,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Jean,QC_SJE_DSS,DSS,"Hydro Québec",QC,45.473023,-73.833092,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Joseph,QC_SJO_DSS,DSS,"Hydro Québec",QC,46.314192,-70.866866,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Jérôme,QC_SJR_DSS,DSS,"Hydro Québec",QC,45.779933,-74.076130,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Salaberry,QC_SLB_DSS,DSS,"Hydro Québec",QC,45.505383,-73.754406,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Silicium-Bécancour,QC_SLB_ISS,ISS,"Hydro Québec",QC,46.371996,-72.386599,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Lin,QC_SLI_DSS,DSS,"Hydro Québec",QC,45.817955,-73.767728,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Louis,QC_SLO_DSS,DSS,"Hydro Québec",QC,45.294397,-73.840128,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sully,QC_SLY_DSS,DSS,"Hydro Québec",QC,47.636822,-69.121907,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sully JCT",QC_SLY_JCT,JCT,"Hydro Québec",QC,47.658540,-69.123353,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Lazare,QC_SLZ_DSS,DSS,"Hydro Québec",QC,46.646571,-70.796873,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Marguerite-1,QC_SM1_DFS,DFS,"Hydro Québec",QC,50.197114,-66.636316,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Marguerite-2,QC_SM2_DFS,DFS,"Hydro Québec",QC,50.212366,-66.658522,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Marguerite-3,QC_SM3_DFS,DFS,"Hydro Québec",QC,50.714911,-66.781721,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sainte-Marie,QC_SMA_DSS,DSS,"Hydro Québec",QC,46.443567,-70.995099,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saint-Maxime,QC_SMX_DSS,DSS,"Hydro Québec",QC,45.503171,-73.482305,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sorel,QC_SOR_DSS,DSS,"Hydro Québec",QC,46.032082,-73.137467,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sources,QC_SOU_DSS,DSS,"Hydro Québec",QC,45.488184,-73.803795,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
